a01;a02;a0000;a0100;a0400;a04;a0800;a0900a;a0900b;a0900c;a0900d;a0900e;a0900f;a0900g;a0900h;a0900i;a0900j;a0900k;a1000;a1100;a1200;a1300;a1400;a1500;a1600;a1700;a1900;a2000;a2100;a2200;a2300;a2400;b0100;b0208;b0308;b0408;b0201;b0301;b0401;b0202;b0302;b0402;b0203;b0303;b0403;b0204;b0304;b0404;b0205;b0305;b0405;b0206;b0306;b0406;b0207;b0307;b0407;b0209;b0309;b0409;b0210;b0310;b0410;b0502;b0600;b0700a;b0700b;b0700c;b0700d;b0700e;b0700f;b0700g;b0700h;b0700i;b0700j;b0700k;b0700l;b0700m;b0700n;b0700o;b0700p;b0700q;b0700r;b0700s;b0700t;b0800;b0901;b0902;b0903;b0904;b1000a;b1000b;b1000c;b1000d;b1000e;b1000f;b1000g;b1000h;b1000i;b1000j;b1101;b1102;b1103;b1201;b1202a;b1202b;b1202c;b1202d;b1202e;b1202f;b1202g;b1202h;b1202i;b1202j;b1202k;b1202l;b1202m;b1202n;c0100;c0200a;c0200b;c0200c;c0200d;c0200e;c0200f;c0200g;c0200h;c0200i;c0200j;c0300;c0400a;c0400b;c0400c;c0400d;c0400e;c0400f;c0400g;c0400h;c0400i;c0400j;c0400k;c0400l;c0400m;c0400n;c0500;c0600a;c0600b;c0600c;c0600d;c0600e;c0600f;c0600g;c0600h;c0600i;c0600j;c0600k;d0101;d0102;d0103;d0104;d0105;d0106;d0107;d0108;d0109;d0110;d0111;d0112;d0200;d0300;d0400;d0500;d0600;e0100;e0500;e0600;e0700;e0800;e0900;e1001;e1002;e1003;e1101;e1102;e1200;e0200a;e0200b;e0200c;e0200d;e0200e;e0401;tmp_e0401;e0402;e0403;e0300;f0100;f0200;f0300;f0400;f0600;f0700;f0800;g0000;g0100;a05;g0500;g0600;g0700;g0900;g1008;g1108;g1208;g1001;g1101;g1201;g1002;g1102;g1202;g1003;g1103;g1203;g1004;g1104;g1204;g1005;g1105;g1205;g1006;g1106;g1206;g1007;g1107;g1207;g1009;g1109;g1209;g1010;g1110;g1210;g1302;g1400;g1500a;g1500b;g1500c;g1500d;g1500e;g1500f;g1500g;g1500h;g1500i;g1500j;g1500k;g1500l;g1500m;g1500n;g1500o;g1500p;g1500q;g1500r;g1500s;g1500t;g1600;g1701;g1702;g1703;g1704;g1800a;g1800b;g1800c;g1800d;g1800e;g1800f;g1800g;g1800h;g1800i;g1800j;h0100;h0500;h0600;h0700;h0800;h0900;h1001;h1002;h1003;h1101;h1102;h1200;h0200a;h0200b;h0200c;h0200d;h0200e;h0401;tmp_h0401;h0402;h0403;h0300;i0100;i0200a;i0200b;i0200c;i0200d;i0200e;i0200f;i0200g;i0200h;i0300;i0400a;i0400b;i0400c;i0400d;i0400e;i0500a;i0500b;i0500c;i0500d;i0500e;i0500f;i0500g;i0500h;i0500i;i0500j;i0601;i0602;i0700;i0800;i0900;i1000;j0100;j0200;j0300a;j0300b;j0300c;j0300d;j0300e;j0300f;j0300g;j0300h;j0300i;j0300j;j0300k;j0300l;j0300m;j0300n;j0300o;j0400;j0500;j0600;j0700;j0800a;j0800b;j0800c;j0800d;j0800e;j0800f;j0800g;j0900a;j0900b;j0900c;j0900d;j1000;j1100;j1201;j1202;j1203;j1300;j1400;ccaaf;age;j0300p;j0800h;a0300;ID;a1800;g0800;a0200;weight
2017;1;1;1;1973;43;-98;0;1;1;0;0;0;0;0;0;0;0;-98;6;-98;6;1;21;-98;-98;0;2;0;99;-98;21;1;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;1;0;0;0;0;1;0;1;0;0;-3;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;1;5;4;4;1;3;4;5;1;4;2;0;-98;0;19;3;200;3;0;102;2;1;1;1;1;3;1;1;1;0;0;0;3;61;18;1;60;1;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;10;0;0;0;0;0;0;0;1;1;1;0;0;-98;-98;-98;2002;-98;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7;800;2;1280;1;0;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;-99;4;1;43;-98;0;-98;740;13;-98;1;7374.844803416636
2017;1;1;1;1967;49;-98;0;1;1;0;0;1;0;0;0;0;0;-98;3;-98;-98;2;5;-98;1;0;-98;-98;-98;54;21;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;0;0;0;0;0;0;0;0;65;0;0;1;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;2;5;3;4;3;3;5;5;2;1;2;0;-98;1;0;2;200;-97;0;102;1;1;1;1;3;1;1;1;1;0;0;0;3;88;18;1;10;2;1;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;10;0;0;0;1;0;0;1;0;1;1;0;0;1;1;400;2005;80;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;500;2;2000;1;0;0;0;0;0;0;0;0;0;1;0;-98;1;0;0;3;3;1;49;-98;0;-98;4788;35;-98;1;5412.873838213272
2016;9;1;1;1993;23;-98;0;0;0;0;1;0;1;0;0;0;0;-98;3;-98;-98;2;5;-98;1;0;-98;-98;-98;100;-98;0;0;-98;-98;1;0;0;0;-98;-98;1;0;0;0;-98;-98;0;-98;-98;0;-98;-98;1;0;0;0;-98;-98;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;0;0;1;0;0;0;1;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;4;4;2;5;2;2;4;2;4;4;2;2;0;-98;1;40;3;250;1;0;102;3;1;1;1;3;1;0;0;0;1;0;0;3;104;18;2;500;1;1;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;0;1;0;0;0;0;300;0;0;3;4;3;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;200;2;-97;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;1;1;1;1;1;1;3;1;23;-98;-98;-98;6744;95;-98;1;5872.080488188658
2016;9;1;1;1967;49;-98;1;0;0;0;0;0;0;0;0;0;0;-98;2;-98;-98;1;21;-98;-98;0;2;0;0;-98;-98;1;0;-98;-98;1;0;0;1;0;0;0;-98;-98;1;0;0;0;-98;-98;1;0;0;1;1;1;1;0;0;1;0;0;7;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;0;0;0;0;0;0;0;0;60;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;5;4;2;3;1;1;4;4;4;5;4;1;1;1;-98;100;3;200;3;0;102;1;1;1;1;1;-97;1;0;0;0;0;1;-97;96;-97;2;-97;3;1;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;0;1;0;0;0;0;380;2;2;2;2;2;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;300;2;0;-98;-98;-98;-98;-98;-98;-98;1;0;0;0;1;0;0;0;0;3;4;1;49;-98;-98;-98;1839;54;-98;1;8182.431632303633
2017;1;0;1;1963;53;-98;0;1;0;1;0;0;0;0;0;0;0;-98;3;-98;-98;3;21;-98;-98;0;2;0;50;-98;21;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;-98;-98;1;0;0;1;1;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;1;0;1;1;0;0;0;0;0;0;65;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;2;3;5;1;5;2;2;2;5;2;4;2;0;-98;1;50;3;200;2;0;102;4;1;1;-97;1;3;1;0;1;0;0;0;3;88;24;1;500;2;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;1;1;380;2001;80;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;650;2;600;0;1;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;4;3;1;53;-98;0;-98;3503;92;-98;1;6581.171990546864
2016;9;0;0;1952;64;-98;0;0;0;1;0;0;0;0;0;0;0;-98;8;-99;-98;3;12;-98;-98;0;-98;-98;-98;-98;-98;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;7;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;1;0;0;0;0;0;0;0;70;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;3;3;4;4;5;3;4;2;4;2;4;1;1;0;-98;50;2;200;3;0;1020;2;1;1;-97;1;3;1;0;1;0;0;0;3;78;18;2;500;2;1;2;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;5;5;0;0;0;0;0;0;1;1;0;0;0;-98;-98;-98;2011;-98;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7;300;2;0;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;0;-98;0;0;0;3;3;1;64;-98;-98;200;2078;12;-98;-98;8182.37311032135
2016;9;0;1;1940;76;-98;0;1;0;1;0;0;0;0;0;0;0;-98;1;-98;-98;1;4;-98;1;0;-98;-98;-98;-98;6;0;0;-98;-98;0;-98;-98;0;-98;-98;1;0;0;1;0;0;0;-98;-98;0;-98;-98;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;1;0;0;1;0;0;0;0;0;0;-3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;2;1;5;1;1;1;2;2;5;1;3;1;1;1;-98;40;1;150;-97;-97;-97;-97;-97;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-3;7;-3;-3;-97;2;-97;-97;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;-98;-98;-98;1988;-98;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;300;2;0;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;0;-98;0;0;0;1;4;1;76;-98;-98;-98;2454;95;-98;1;8549.945153936278
2016;10;0;1;1990;26;-98;0;1;1;0;0;0;0;0;0;0;0;-98;2;-98;-98;2;5;-98;1;0;-98;-98;-98;100;5;1;0;-98;-98;1;0;0;0;-98;-98;0;-98;-98;0;-98;-98;0;-98;-98;0;-98;-98;1;0;1;1;0;0;0;-98;-98;7;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;0;0;0;0;1;0;0;0;0;0;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;4;5;5;5;1;4;5;5;5;1;3;2;1;1;-98;100;1;200;2;0;-97;3;-97;-97;0;3;2;0;0;0;0;0;1;3;52;24;2;500;3;2;2;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;0;1;1;0;0;0;250;0;2;2;4;2;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;300;2;40;1;0;0;0;0;0;0;0;0;0;1;0;-98;1;1;0;2;3;1;26;-98;0;-98;6857;61;-98;1;8329.735200095456
2016;10;1;1;1971;45;-98;0;1;1;0;0;0;0;0;0;0;0;-98;8;5;-98;1;21;-98;-98;1;1;0;10;-98;5;1;1;0;0;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;1;0;0;0;0;0;0;0;0;0;67;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;1;4;5;1;5;4;1;3;5;2;3;2;1;0;-98;0;4;200;3;0;102;1;1;1;0;1;3;1;1;1;0;0;0;3;69;24;2;500;3;2;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;3;5;2;1;1;0;1;0;0;0;0;0;0;1;1;227;2014;80;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;200;2;100;1;0;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;3;4;1;45;0;0;-98;4018;45;-98;9;8182.431632303633
2016;10;1;1;1937;79;-98;1;0;0;0;0;0;0;0;0;0;0;-98;2;-98;-98;1;6;-98;1;0;-98;-98;-98;-98;-98;1;0;-98;-98;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4;1;-97;4;1;5;1;1;1;5;1;3;1;1;1;-98;10;1;200;3;0;-97;1;0;1;1;1;2;0;0;0;0;1;0;2;151;18;1;500;3;3;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;3;2;1;2;1;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;200;2;0;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;0;-98;0;0;0;1;4;1;79;-98;-98;-98;2262;59;-98;1;7563.601425499655
2017;1;0;1;1997;19;-98;0;0;0;0;1;0;1;0;1;0;0;1;3;-98;-98;4;5;-98;1;0;-98;-98;-98;42;-98;1;1;0;0;1;0;0;1;0;0;0;-98;-98;1;0;0;0;-98;-98;1;0;0;1;0;1;1;0;0;1;0;0;7;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;1;0;0;1;0;0;0;0;0;0;65;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;5;1;5;5;5;3;1;5;5;1;4;2;0;-98;0;29;2;-99;-97;0;-97;-97;-97;-97;-97;1;3;1;0;1;0;0;0;3;78;18;2;500;3;-97;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;0;1;0;0;0;0;600;0;2;3;5;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;120;1;500;0;0;0;0;0;0;0;0;0;0;1;0;-98;1;1;0;2;4;1;19;0;1;-98;2404;93;-98;1;7182.209810707718
2017;1;1;1;1969;47;-98;0;0;1;1;0;0;0;0;0;0;0;-98;3;-98;-98;2;21;-98;-98;0;2;4;6;-98;-98;1;0;-98;-98;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;1;0;0;0;0;0;0;0;67;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;3;2;4;2;2;3;3;4;5;2;4;2;0;-98;1;0;2;200;-97;0;120;4;1;1;1;3;-97;-97;0;1;1;0;0;3;104;18;2;-97;2;2;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;1;1;600;2009;80;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;60;1;-97;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;0;-98;0;0;0;2;3;1;47;-98;-98;-98;6400;52;-98;1;8182.431632303633
